字,小韻,聲母,韻目,調,等,呼,韻母
跇,曵,以,祭,去,三,開,祭開
𠂆,曵,以,祭,去,三,開,祭開
袣,曵,以,祭,去,三,開,祭開
䄿,曵,以,祭,去,三,開,祭開
𪀕,曵,以,祭,去,三,開,祭開
㵝,曵,以,祭,去,三,開,祭開
㑜,曵,以,祭,去,三,開,祭開
抴,曵,以,祭,去,三,開,祭開
㛳,曵,以,祭,去,三,開,祭開
䇩,曵,以,祭,去,三,開,祭開
㹭,曵,以,祭,去,三,開,祭開
丿,曵,以,祭,去,三,開,祭開
㵩,曵,以,祭,去,三,開,祭開
𢂼,曵,以,祭,去,三,開,祭開
呭,曵,以,祭,去,三,開,祭開
䕍,曵,以,祭,去,三,開,祭開
䋵,䋵,影,祭B,去,三,開,祭B開
瘞,䋵,影,祭B,去,三,開,祭B開
餲,䋵,影,祭B,去,三,開,祭B開
𦝲,䋵,影,祭B,去,三,開,祭B開
䔽,䋵,影,祭B,去,三,開,祭B開
藝,藝,疑,祭A,去,三,開,祭A開
埶,藝,疑,祭A,去,三,開,祭A開
蓺,藝,疑,祭A,去,三,開,祭A開
䆿,藝,疑,祭A,去,三,開,祭A開
㦣,藝,疑,祭A,去,三,開,祭A開
囈,藝,疑,祭A,去,三,開,祭A開
槸,藝,疑,祭A,去,三,開,祭A開
褹,藝,疑,祭A,去,三,開,祭A開
滯,滯,澄,祭,去,三,開,祭開
彘,滯,澄,祭,去,三,開,祭開
蹛,滯,澄,祭,去,三,開,祭開
銐,滯,澄,祭,去,三,開,祭開
璏,滯,澄,祭,去,三,開,祭開
𦭮,滯,澄,祭,去,三,開,祭開
𩻼,滯,澄,祭,去,三,開,祭開
例,例,來,祭,去,三,開,祭開
厲,例,來,祭,去,三,開,祭開
礪,例,來,祭,去,三,開,祭開
勵,例,來,祭,去,三,開,祭開
禲,例,來,祭,去,三,開,祭開
癘,例,來,祭,去,三,開,祭開
㾐,例,來,祭,去,三,開,祭開
鮤,例,來,祭,去,三,開,祭開
濿,例,來,祭,去,三,開,祭開
砅,例,來,祭,去,三,開,祭開
蠣,例,來,祭,去,三,開,祭開
蠇,例,來,祭,去,三,開,祭開
櫔,例,來,祭,去,三,開,祭開
𩧃,例,來,祭,去,三,開,祭開
䮋,例,來,祭,去,三,開,祭開
䅀,例,來,祭,去,三,開,祭開
𥣭,例,來,祭,去,三,開,祭開
𧸱,例,來,祭,去,三,開,祭開
糲,例,來,祭,去,三,開,祭開
巁,例,來,祭,去,三,開,祭開
犡,例,來,祭,去,三,開,祭開
栵,例,來,祭,去,三,開,祭開
𢂥,例,來,祭,去,三,開,祭開
𢤆,例,來,祭,去,三,開,祭開
洌,例,來,祭,去,三,開,祭開
憩,憩,溪,祭B,去,三,開,祭B開
𡳅,憩,溪,祭B,去,三,開,祭B開
䔾,憩,溪,祭B,去,三,開,祭B開
愒,憩,溪,祭B,去,三,開,祭B開
揭,憩,溪,祭B,去,三,開,祭B開
甈,憩,溪,祭B,去,三,開,祭B開
丗,丗,書,祭,去,三,開,祭開
勢,丗,書,祭,去,三,開,祭開
貰,丗,書,祭,去,三,開,祭開
猘,猘,見,祭B,去,三,開,祭B開
𦇧,猘,見,祭B,去,三,開,祭B開
罽,猘,見,祭B,去,三,開,祭B開
𣯅,猘,見,祭B,去,三,開,祭B開
瀱,猘,見,祭B,去,三,開,祭B開
訐,猘,見,祭B,去,三,開,祭B開
彐,猘,見,祭B,去,三,開,祭B開
蘮,猘,見,祭B,去,三,開,祭B開
㿃,㿃,知,祭,去,三,開,祭開
偈,偈,羣,祭B,去,三,開,祭B開
啜,啜,常,祭,去,三,合,祭合
啜,啜,昌,薛,入,三,合,薛合
跇,跇,徹,祭,去,三,開,祭開
𧼪,跇,徹,祭,去,三,開,祭開
傺,跇,徹,祭,去,三,開,祭開
𢘽,跇,徹,祭,去,三,開,祭開
慸,跇,徹,祭,去,三,開,祭開
㑜,跇,徹,祭,去,三,開,祭開
䀸,跇,徹,祭,去,三,開,祭開
䚢,跇,徹,祭,去,三,開,祭開
揥,跇,徹,祭,去,三,開,祭開
䟷,跇,徹,祭,去,三,開,祭開
𨂰,跇,徹,祭,去,三,開,祭開
𥉻,跇,徹,祭,去,三,開,祭開
𨮱,𨮱,澄,祭,去,三,合,祭合
㓷,㓷,疑,祭B,去,三,開,祭B開
蕝,蕝,精,祭,去,三,合,祭合
蕝,蕝,精,薛,入,三,合,薛合
𧑎,蕝,精,祭,去,三,合,祭合
𧑎,蕝,精,薛,入,三,合,薛合
㨹,蕝,精,祭,去,三,合,祭合
㨹,蕝,精,薛,入,三,合,薛合
㔢,蕝,精,祭,去,三,合,祭合
㔢,蕝,精,薛,入,三,合,薛合
𨼎,蕝,精,祭,去,三,合,祭合
𨼎,蕝,精,薛,入,三,合,薛合
潎,潎,滂,祭A,去,三,開,祭A開
𥏙,𥏙,溪,廢,去,三,合,廢合
䂕,䂕,曉,廢,去,三,合,廢合
泰,泰,透,泰,去,一,開,泰開
忕,泰,透,泰,去,一,開,泰開
太,泰,透,泰,去,一,開,泰開
汰,泰,透,泰,去,一,開,泰開
蓋,蓋,見,泰,去,一,開,泰開
匃,蓋,見,泰,去,一,開,泰開
丐,蓋,見,泰,去,一,開,泰開
艾,艾,疑,泰,去,一,開,泰開
𧰿,艾,疑,泰,去,一,開,泰開
鴱,艾,疑,泰,去,一,開,泰開
藹,藹,影,泰,去,一,開,泰開
壒,藹,影,泰,去,一,開,泰開
馤,藹,影,泰,去,一,開,泰開
靄,藹,影,泰,去,一,開,泰開
𣋞,藹,影,泰,去,一,開,泰開
䔽,藹,影,泰,去,一,開,泰開
𣩱,藹,影,泰,去,一,開,泰開
𢣏,藹,影,泰,去,一,開,泰開
𪕭,藹,影,泰,去,一,開,泰開
曖,藹,影,泰,去,一,開,泰開
柰,柰,泥,泰,去,一,開,泰開
奈,柰,泥,泰,去,一,開,泰開
㲡,柰,泥,泰,去,一,開,泰開
𩹟,柰,泥,泰,去,一,開,泰開
渿,柰,泥,泰,去,一,開,泰開
大,大,定,泰,去,一,開,泰開
汏,大,定,泰,去,一,開,泰開
軑,大,定,泰,去,一,開,泰開
釱,大,定,泰,去,一,開,泰開
䲦,大,定,泰,去,一,開,泰開
𪐝,大,定,泰,去,一,開,泰開
忕,大,定,泰,去,一,開,泰開
㐲,大,定,泰,去,一,開,泰開
害,害,匣,泰,去,一,開,泰開
夆,害,匣,泰,去,一,開,泰開
妎,害,匣,泰,去,一,開,泰開
𢞐,害,匣,泰,去,一,開,泰開
帶,帶,端,泰,去,一,開,泰開
跢,帶,端,泰,去,一,開,泰開
㿃,帶,端,泰,去,一,開,泰開
蹛,帶,端,泰,去,一,開,泰開
𢄔,帶,端,泰,去,一,開,泰開
艜,帶,端,泰,去,一,開,泰開
摕,帶,端,泰,去,一,開,泰開
貝,貝,幫,泰,去,一,開,泰開
沛,貝,幫,泰,去,一,開,泰開
𨙶,貝,幫,泰,去,一,開,泰開
鋇,貝,幫,泰,去,一,開,泰開
芾,貝,幫,泰,去,一,開,泰開
䟺,貝,幫,泰,去,一,開,泰開
狽,貝,幫,泰,去,一,開,泰開
㸬,貝,幫,泰,去,一,開,泰開
伂,貝,幫,泰,去,一,開,泰開
䰽,貝,幫,泰,去,一,開,泰開
茷,貝,幫,泰,去,一,開,泰開
𣬪,貝,幫,泰,去,一,開,泰開
𥄔,貝,幫,泰,去,一,開,泰開
𢂏,貝,幫,泰,去,一,開,泰開
霈,霈,滂,泰,去,一,開,泰開
浿,霈,滂,泰,去,一,開,泰開
沛,霈,滂,泰,去,一,開,泰開
𥄔,霈,滂,泰,去,一,開,泰開
㤄,霈,滂,泰,去,一,開,泰開
會,會,匣,泰,去,一,合,泰合
䢈,會,匣,泰,去,一,合,泰合
𨘇,會,匣,泰,去,一,合,泰合
禬,會,匣,泰,去,一,合,泰合
繪,會,匣,泰,去,一,合,泰合
兊,兊,定,泰,去,一,合,泰合
𩊭,兊,定,泰,去,一,合,泰合
綐,兊,定,泰,去,一,合,泰合
銳,兊,定,泰,去,一,合,泰合
㟋,兊,定,泰,去,一,合,泰合
儈,儈,見,泰,去,一,合,泰合
膾,儈,見,泰,去,一,合,泰合
鱠,儈,見,泰,去,一,合,泰合
襘,儈,見,泰,去,一,合,泰合
禬,儈,見,泰,去,一,合,泰合
檜,儈,見,泰,去,一,合,泰合
旝,儈,見,泰,去,一,合,泰合
巜,儈,見,泰,去,一,合,泰合
澮,儈,見,泰,去,一,合,泰合
鄶,儈,見,泰,去,一,合,泰合
廥,儈,見,泰,去,一,合,泰合
䯤,儈,見,泰,去,一,合,泰合
鬠,儈,見,泰,去,一,合,泰合
劊,儈,見,泰,去,一,合,泰合
會,儈,見,泰,去,一,合,泰合
䐴,儈,見,泰,去,一,合,泰合
𢶒,儈,見,泰,去,一,合,泰合
獪,儈,見,泰,去,一,合,泰合
最,最,精,泰,去,一,合,泰合
𢃒,最,精,泰,去,一,合,泰合
𧎹,最,精,泰,去,一,合,泰合
𧬨,𧬨,曉,泰,去,一,合,泰合
噦,𧬨,曉,泰,去,一,合,泰合
翽,𧬨,曉,泰,去,一,合,泰合
鐬,𧬨,曉,泰,去,一,合,泰合
渙,𧬨,曉,泰,去,一,合,泰合
濊,𧬨,曉,泰,去,一,合,泰合
𥢶,𥢶,溪,泰,去,一,合,泰合
酹,酹,來,泰,去,一,合,泰合
頪,酹,來,泰,去,一,合,泰合
㲕,酹,來,泰,去,一,合,泰合
䬽,酹,來,泰,去,一,合,泰合
㱻,酹,來,泰,去,一,合,泰合
外,外,疑,泰,去,一,合,泰合
祋,祋,端,泰,去,一,合,泰合
懀,懀,影,泰,去,一,合,泰合
濊,懀,影,泰,去,一,合,泰合
薈,懀,影,泰,去,一,合,泰合
嬒,懀,影,泰,去,一,合,泰合
䶐,懀,影,泰,去,一,合,泰合
瞺,懀,影,泰,去,一,合,泰合
䵳,懀,影,泰,去,一,合,泰合
蕞,蕞,從,泰,去,一,合,泰合
𥳣,蕞,從,泰,去,一,合,泰合
𥕸,𥕸,心,泰,去,一,合,泰合
𣩡,𥕸,心,泰,去,一,合,泰合
